timestamp,price,price.1,volume,SMA_15,EMA_15,RSI,target,close,volumeto,time,high,low,open,volumefrom,conversionType,conversionSymbol
2018-06-18,6714.82,,430241689.13,,,,,6714.82,430241689.13,1529280000.0,6802.03,6401.41,6457.78,65285.57,direct,
2018-06-19,6741.28,,370797057.99,,,,,6741.28,370797057.99,1529366400.0,6839.6,6672.2,6714.56,54949.84,direct,
2018-06-20,6761.27,,400530201.24,,,,,6761.27,400530201.24,1529452800.0,6817.9,6569.96,6741.28,59674.47,direct,
2018-06-21,6720.64,,295690715.67,,,,,6720.64,295690715.67,1529539200.0,6790.08,6687.66,6761.27,43765.89,direct,
2018-06-22,6051.47,,862826624.25,,,,,6051.47,862826624.25,1529625600.0,6731.51,5941.32,6720.64,137346.53,direct,
2018-06-23,6166.54,,350697378.49,,,,,6166.54,350697378.49,1529712000.0,6257.88,6033.2,6051.47,57011.61,direct,
2018-06-24,6157.78,,667479078.32,,,,,6157.78,667479078.32,1529798400.0,6254.02,5782.13,6166.36,110833.06,direct,
2018-06-25,6260.35,,492834172.99,,,,,6260.35,492834172.99,1529884800.0,6344.45,6095.25,6157.78,79086.4,direct,
2018-06-26,6088.39,,391396653.43,,,,,6088.39,391396653.43,1529971200.0,6286.36,6067.49,6260.4,62925.3,direct,
2018-06-27,6141.57,,383457137.86,,,,,6141.57,383457137.86,1530057600.0,6192.11,6021.69,6092.26,62639.82,direct,
2018-06-28,5871.28,,385907044.98,,,,,5871.28,385907044.98,1530144000.0,6172.23,5844.26,6141.57,63585.51,direct,
2018-06-29,6203.8,,554799001.51,,,,,6203.8,554799001.51,1530230400.0,6286.67,5813.02,5870.81,92884.98,direct,
2018-06-30,6385.38,,419284677.69,,,,,6385.38,419284677.69,1530316800.0,6503.33,6194.51,6203.81,65571.19,direct,
2018-07-01,6339.04,,259708490.63,,,,,6339.04,259708490.63,1530403200.0,6429.5,6262.72,6385.43,40809.54,direct,
2018-07-02,6615.66,,465915661.24,,,,,6615.66,465915661.24,1530489600.0,6673.71,5537.86,6342.69,73069.19,direct,
2018-07-03,6509.58,,356390898.98,,,,,6509.58,356390898.98,1530576000.0,6670.3,6473.48,6616.6,54662.02,direct,
2018-07-04,6590.06,,412202352.61,,,,,6590.06,412202352.61,1530662400.0,6777.97,6411.13,6508.43,62355.75,direct,
2018-07-05,6534.81,,421189063.01,,,,,6534.81,421189063.01,1530748800.0,6691.32,6448.23,6589.77,63771.67,direct,
2018-07-06,6602.02,,310759733.14,,,,,6602.02,310759733.14,1530835200.0,6633.44,6458.14,6534.81,47259.68,direct,
2018-07-07,6758.08,,277167900.06,,,,,6758.08,277167900.06,1530921600.0,6814.42,6518.23,6602.03,41785.1,direct,
2018-07-08,6707.38,,268455446.1,,,,,6707.38,268455446.1,1531008000.0,6782.85,6684.15,6758.08,39671.12,direct,
2018-07-09,6668.84,,328316145.78,,,,,6668.84,328316145.78,1531094400.0,6803.1,6625.58,6707.46,48761.43,direct,
2018-07-10,6306.85,,470432142.71,,,,,6306.85,470432142.71,1531180800.0,6683.61,6277.23,6668.84,72513.31,direct,
2018-07-11,6394.36,,327667754.35,,,,,6394.36,327667754.35,1531267200.0,6405.59,6293.68,6306.87,51054.67,direct,
2018-07-12,6253.6,,409078182.65,,,,,6253.6,409078182.65,1531353600.0,6394.93,6084.0,6394.36,65555.38,direct,
2018-07-13,6229.83,,319802271.97,,,,,6229.83,319802271.97,1531440000.0,6349.21,6131.54,6253.66,50964.41,direct,
2018-07-14,6268.75,,174416786.37,,,,,6268.75,174416786.37,1531526400.0,6332.46,6190.18,6229.61,27713.18,direct,
2018-07-15,6364.26,,218543291.78,,,,,6364.26,218543291.78,1531612800.0,6401.5,6245.75,6268.32,34225.9,direct,
2018-07-16,6740.55,,494264915.91,,,,,6740.55,494264915.91,1531699200.0,6761.84,6349.83,6364.26,74798.53,direct,
2018-07-17,7326.7,,799401451.35,,,,,7326.7,799401451.35,1531785600.0,7476.24,6677.56,6740.54,112707.21,direct,
2018-07-18,7383.39,,788460811.94,,,,,7383.39,788460811.94,1531872000.0,7590.65,7253.71,7326.76,105818.71,direct,
2018-07-19,7477.5,,522544440.45,,,,,7477.5,522544440.45,1531958400.0,7563.7,7289.9,7383.39,70179.39,direct,
2018-07-20,7333.93,,603034414.79,,,,,7333.93,603034414.79,1532044800.0,7676.55,7279.34,7477.1,80874.93,direct,
2018-07-21,7405.4,,297440355.21,,,,,7405.4,297440355.21,1532131200.0,7453.07,7220.37,7333.93,40295.77,direct,
2018-07-22,7398.64,,355565264.85,,,,,7398.64,355565264.85,1532217600.0,7569.28,7345.25,7405.4,47479.76,direct,
2018-07-23,7718.0,,745533303.01,,,,,7718.0,745533303.01,1532304000.0,7798.59,7376.66,7398.64,96722.04,direct,
2018-07-24,8395.82,,1166560702.13,,,,,8395.82,1166560702.13,1532390400.0,8485.71,7692.16,7718.0,143800.43,direct,
2018-07-25,8170.23,,736530740.43,,,,,8170.23,736530740.43,1532476800.0,8481.11,8061.07,8395.81,89988.19,direct,
2018-07-26,7937.25,,643953970.45,,,,,7937.25,643953970.45,1532563200.0,8302.24,7862.67,8170.37,78993.93,direct,
2018-07-27,8182.89,,646256012.09,,,,,8182.89,646256012.09,1532649600.0,8278.01,7806.25,7937.1,80336.48,direct,
2018-07-28,8230.87,,295872316.42,,,,,8230.87,295872316.42,1532736000.0,8238.04,8070.04,8182.88,36136.12,direct,
2018-07-29,8216.78,,280233415.98,,,,,8216.78,280233415.98,1532822400.0,8291.55,8123.53,8230.82,34073.43,direct,
2018-07-30,8176.06,,681120739.99,,,,,8176.06,681120739.99,1532908800.0,8273.61,7867.44,8216.7,83918.76,direct,
2018-07-31,7735.3,,765186307.24,,,,,7735.3,765186307.24,1532995200.0,8176.27,7663.7,8176.08,97152.13,direct,
2018-08-01,7610.9,,595404848.88,,,,,7610.9,595404848.88,1533081600.0,7760.74,7449.31,7736.25,78466.58,direct,
2018-08-02,7542.34,,424093581.76,,,,,7542.34,424093581.76,1533168000.0,7713.32,7470.86,7610.9,55711.79,direct,
2018-08-03,7417.6,,586982505.83,,,,,7417.6,586982505.83,1533254400.0,7542.49,7296.76,7542.34,79126.57,direct,
2018-08-04,7017.89,,534002935.97,,,,,7017.89,534002935.97,1533340800.0,7490.89,6940.15,7417.6,74300.44,direct,
2018-08-05,7042.39,,368914046.39,,,,,7042.39,368914046.39,1533427200.0,7092.53,6898.31,7017.89,52556.01,direct,
2018-08-06,6945.78,,410408444.75,,,,,6945.78,410408444.75,1533513600.0,7160.4,6854.79,7042.57,58545.04,direct,
2018-08-07,6723.21,,575690006.27,,,,,6723.21,575690006.27,1533600000.0,7150.86,6685.02,6945.77,82683.83,direct,
2018-08-08,6285.02,,838853615.89,,,,,6285.02,838853615.89,1533686400.0,6723.99,6133.03,6723.29,130417.52,direct,
2018-08-09,6543.24,,575748446.38,,,,,6543.24,575748446.38,1533772800.0,6631.23,6195.02,6285.06,89588.13,direct,
2018-08-10,6153.41,,639457019.98,,,,,6153.41,639457019.98,1533859200.0,6582.14,6025.91,6543.25,100856.92,direct,
2018-08-11,6242.54,,545722619.11,,,,,6242.54,545722619.11,1533945600.0,6488.55,6014.26,6152.95,87651.14,direct,
2018-08-12,6322.92,,366460108.69,,,,,6322.92,366460108.69,1534032000.0,6483.39,6176.89,6242.53,57916.23,direct,
2018-08-13,6263.2,,452431672.68,,,,,6263.2,452431672.68,1534118400.0,6545.02,6157.03,6322.41,71073.56,direct,
2018-08-14,6199.6,,759847789.73,,,,,6199.6,759847789.73,1534204800.0,6266.5,5891.87,6263.2,125196.64,direct,
2018-08-15,6274.22,,852103141.83,,,,,6274.22,852103141.83,1534291200.0,6620.07,6193.63,6199.63,132926.33,direct,
2018-08-16,6323.81,,454679037.36,,,,,6323.81,454679037.36,1534377600.0,6478.07,6217.33,6274.22,71357.92,direct,
2018-08-17,6591.16,,477089455.56,,,,,6591.16,477089455.56,1534464000.0,6594.72,6300.45,6323.81,73383.05,direct,
2018-08-18,6405.71,,336744293.81,,,,,6405.71,336744293.81,1534550400.0,6622.16,6322.44,6591.18,52093.8,direct,
2018-08-19,6502.18,,253984821.8,,,,,6502.18,253984821.8,1534636800.0,6560.88,6330.56,6405.74,39452.94,direct,
2018-08-20,6269.9,,397981291.82,,,,,6269.9,397981291.82,1534723200.0,6537.54,6248.39,6502.24,61983.28,direct,
2018-08-21,6491.11,,396746063.37,,,,,6491.11,396746063.37,1534809600.0,6506.69,6259.81,6270.09,61753.86,direct,
2018-08-22,6366.13,,764005011.18,,,,,6366.13,764005011.18,1534896000.0,6890.79,6264.34,6491.09,116096.61,direct,
2018-08-23,6538.95,,340811486.77,,,,,6538.95,340811486.77,1534982400.0,6575.28,6356.96,6366.14,52740.3,direct,
2018-08-24,6708.96,,382456858.97,,,,,6708.96,382456858.97,1535068800.0,6736.83,6481.76,6539.13,58037.12,direct,
2018-08-25,6749.56,,258296664.16,,,,,6749.56,258296664.16,1535155200.0,6808.89,6684.19,6708.94,38189.09,direct,
2018-08-26,6720.6,,265820591.17,,,,,6720.6,265820591.17,1535241600.0,6793.17,6588.48,6749.71,39682.91,direct,
2018-08-27,6915.73,,405769271.5,,,,,6915.73,405769271.5,1535328000.0,6944.21,6674.84,6720.6,59984.28,direct,
2018-08-28,7091.38,,487789642.0,,,,,7091.38,487789642.0,1535414400.0,7136.71,6877.2,6915.92,69448.01,direct,
2018-08-29,7052.0,,356139022.3,,,,,7052.0,356139022.3,1535500800.0,7137.47,6944.76,7091.38,50361.95,direct,
2018-08-30,6998.76,,425475685.56,,,,,6998.76,425475685.56,1535587200.0,7072.64,6818.69,7051.61,61266.88,direct,
2018-08-31,7026.96,,349131152.81,,,,,7026.96,349131152.81,1535673600.0,7096.73,6903.08,6998.76,49774.38,direct,
2018-09-01,7203.46,,300301833.39,,,,,7203.46,300301833.39,1535760000.0,7272.03,7025.58,7026.96,41873.76,direct,
2018-09-02,7301.26,,447453370.83,,,,,7301.26,447453370.83,1535846400.0,7384.38,7144.71,7203.46,61424.38,direct,
2018-09-03,7270.05,,309327793.27,,,,,7270.05,309327793.27,1535932800.0,7350.58,7204.89,7301.25,42451.23,direct,
2018-09-04,7369.86,,343762001.58,,,,,7369.86,343762001.58,1536019200.0,7417.65,7246.76,7270.05,46681.9,direct,
2018-09-05,6705.03,,797851163.66,,,,,6705.03,797851163.66,1536105600.0,7401.43,6694.06,7369.89,113370.51,direct,
2018-09-06,6515.42,,823309044.3,,,,,6515.42,823309044.3,1536192000.0,6727.19,6295.11,6705.06,127586.04,direct,
2018-09-07,6411.78,,344487244.01,,,,,6411.78,344487244.01,1536278400.0,6549.39,6345.48,6515.42,53170.79,direct,
2018-09-08,6200.16,,317380272.09,,,,,6200.16,317380272.09,1536364800.0,6480.57,6134.76,6413.12,49719.12,direct,
2018-09-09,6249.07,,244400344.41,,,,,6249.07,244400344.41,1536451200.0,6451.25,6161.83,6200.23,38701.0,direct,
2018-09-10,6324.43,,320435279.61,,,,,6324.43,320435279.61,1536537600.0,6371.42,6247.64,6249.07,50695.88,direct,
2018-09-11,6295.54,,324512939.85,,,,,6295.54,324512939.85,1536624000.0,6415.51,6199.19,6324.43,51401.22,direct,
2018-09-12,6337.11,,332537236.17,,,,,6337.11,332537236.17,1536710400.0,6357.89,6208.28,6295.54,52814.83,direct,
2018-09-13,6492.0,,425090869.76,,,,,6492.0,425090869.76,1536796800.0,6534.89,6337.08,6337.08,65684.53,direct,
2018-09-14,6486.01,,377989402.01,,,,,6486.01,377989402.01,1536883200.0,6591.59,6393.84,6492.17,58029.07,direct,
2018-09-15,6522.08,,208349557.0,,,,,6522.08,208349557.0,1536969600.0,6573.19,6473.47,6485.39,31894.67,direct,
2018-09-16,6502.44,,200545603.1,,,,,6502.44,200545603.1,1537056000.0,6525.05,6404.31,6522.68,30897.54,direct,
2018-09-17,6261.48,,399675966.34,,,,,6261.48,399675966.34,1537142400.0,6538.82,6216.83,6502.44,62738.57,direct,
2018-09-18,6346.44,,348485895.37,,,,,6346.44,348485895.37,1537228800.0,6393.39,6238.25,6261.33,55076.95,direct,
2018-09-19,6398.8,,452379323.08,,,,,6398.8,452379323.08,1537315200.0,6522.9,6131.02,6346.44,71293.01,direct,
2018-09-20,6505.9,,301619960.91,,,,,6505.9,301619960.91,1537401600.0,6551.93,6361.33,6398.83,46802.06,direct,
2018-09-21,6762.06,,569642976.25,,,,,6762.06,569642976.25,1537488000.0,6785.22,6501.01,6505.97,85295.46,direct,
2018-09-22,6716.6,,261159308.22,,,,,6716.6,261159308.22,1537574400.0,6834.49,6633.01,6762.07,38829.87,direct,
2018-09-23,6702.7,,169080003.37,,,,,6702.7,169080003.37,1537660800.0,6768.56,6663.9,6716.6,25143.83,direct,
2018-09-24,6583.53,,324660682.66,,,,,6583.53,324660682.66,1537747200.0,6717.6,6557.82,6702.73,48934.13,direct,
2018-09-25,6437.74,,420279170.44,,,,,6437.74,420279170.44,1537833600.0,6583.54,6333.21,6583.53,65381.85,direct,
2018-09-26,6462.6,,264402806.65,,,,,6462.6,264402806.65,1537920000.0,6543.92,6383.16,6437.74,40752.6,direct,
2018-09-27,6686.13,,345096700.08,,,,,6686.13,345096700.08,1538006400.0,6733.94,6434.76,6462.6,52542.0,direct,
2018-09-28,6635.38,,497340510.07,,,,,6635.38,497340510.07,1538092800.0,6806.1,6545.41,6686.13,74353.41,direct,
2018-09-29,6603.75,,245055396.51,,,,,6603.75,245055396.51,1538179200.0,6635.42,6474.23,6635.4,37296.34,direct,
2018-09-30,6623.71,,174302164.09,,,,,6623.71,174302164.09,1538265600.0,6741.96,6543.68,6603.75,26335.14,direct,
2018-10-01,6594.98,,256959931.63,,,,,6594.98,256959931.63,1538352000.0,6662.6,6510.54,6623.82,38926.98,direct,
2018-10-02,6525.47,,267166277.79,,,,,6525.47,267166277.79,1538438400.0,6618.95,6478.04,6594.98,40624.2,direct,
2018-10-03,6492.26,,306385346.59,,,,,6492.26,306385346.59,1538524800.0,6537.07,6428.98,6525.46,47186.0,direct,
2018-10-04,6579.79,,277614018.45,,,,,6579.79,277614018.45,1538611200.0,6622.32,6486.86,6492.61,42142.96,direct,
2018-10-05,6632.87,,262562344.98,,,,,6632.87,262562344.98,1538697600.0,6683.55,6546.98,6580.0,39731.28,direct,
2018-10-06,6589.94,,162722103.98,,,,,6589.94,162722103.98,1538784000.0,6637.08,6563.25,6632.88,24787.61,direct,
2018-10-07,6601.15,,179378859.39,,,,,6601.15,179378859.39,1538870400.0,6622.49,6535.02,6589.94,27272.67,direct,
2018-10-08,6650.07,,313507433.75,,,,,6650.07,313507433.75,1538956800.0,6698.31,6565.01,6601.46,47216.82,direct,
2018-10-09,6631.79,,213976678.23,,,,,6631.79,213976678.23,1539043200.0,6657.0,6589.39,6650.07,32204.25,direct,
2018-10-10,6581.07,,323664963.18,,,,,6581.07,323664963.18,1539129600.0,6633.22,6487.86,6631.79,49264.39,direct,
2018-10-11,6209.47,,654924117.8,,,,,6209.47,654924117.8,1539216000.0,6581.59,6171.95,6581.07,104258.49,direct,
2018-10-12,6250.85,,289840137.45,,,,,6250.85,289840137.45,1539302400.0,6296.56,6173.86,6209.47,46195.91,direct,
2018-10-13,6267.27,,137705035.59,,,,,6267.27,137705035.59,1539388800.0,6280.73,6238.92,6252.1,21914.85,direct,
2018-10-14,6277.73,,215422888.18,,,,,6277.73,215422888.18,1539475200.0,6346.56,6247.17,6267.27,34130.1,direct,
2018-10-15,6612.36,,1190524168.21,,,,,6612.36,1190524168.21,1539561600.0,7234.83,6244.77,6277.73,177320.05,direct,
2018-10-16,6583.05,,324232509.78,,,,,6583.05,324232509.78,1539648000.0,6724.91,6545.54,6612.69,49191.34,direct,
2018-10-17,6574.52,,220418636.64,,,,,6574.52,220418636.64,1539734400.0,6589.2,6511.6,6583.05,33538.55,direct,
2018-10-18,6488.72,,331761115.45,,,,,6488.72,331761115.45,1539820800.0,6616.27,6445.05,6576.4,50725.31,direct,
2018-10-19,6469.28,,237855085.41,,,,,6469.28,237855085.41,1539907200.0,6503.09,6449.36,6489.37,36599.64,direct,
2018-10-20,6490.56,,127185847.78,,,,,6490.56,127185847.78,1539993600.0,6645.2,6395.45,6469.28,19543.75,direct,
2018-10-21,6509.87,,105283929.06,,,,,6509.87,105283929.06,1540080000.0,6557.39,6474.47,6490.6,16019.49,direct,
2018-10-22,6483.23,,202766914.4,,,,,6483.23,202766914.4,1540166400.0,6531.23,6460.38,6509.87,31239.03,direct,
2018-10-23,6470.22,,220913293.6,,,,,6470.22,220913293.6,1540252800.0,6496.2,6438.99,6484.32,34071.62,direct,
2018-10-24,6476.25,,222068131.83,,,,,6476.25,222068131.83,1540339200.0,6538.35,6465.73,6470.63,34111.66,direct,
2018-10-25,6462.77,,231214963.95,,,,,6462.77,231214963.95,1540425600.0,6497.9,6432.3,6476.52,35706.92,direct,
2018-10-26,6457.21,,215447656.36,,,,,6457.21,215447656.36,1540512000.0,6514.0,6441.81,6462.77,33284.54,direct,
2018-10-27,6470.17,,124066466.34,,,,,6470.17,124066466.34,1540598400.0,6479.0,6445.95,6457.21,19092.86,direct,
2018-10-28,6470.74,,109118160.99,,,,,6470.74,109118160.99,1540684800.0,6483.24,6444.74,6470.17,16806.73,direct,
2018-10-29,6313.91,,342463526.52,,,,,6313.91,342463526.52,1540771200.0,6483.39,6282.58,6470.74,53760.53,direct,
2018-10-30,6309.11,,269592154.08,,,,,6309.11,269592154.08,1540857600.0,6340.68,6286.3,6314.38,42701.22,direct,
2018-10-31,6342.61,,245357244.49,,,,,6342.61,245357244.49,1540944000.0,6391.25,6241.49,6309.11,38823.41,direct,
2018-11-01,6381.3,,199861220.45,,,,,6381.3,199861220.45,1541030400.0,6402.59,6322.6,6342.81,31397.71,direct,
2018-11-02,6394.66,,179385606.7,,,,,6394.66,179385606.7,1541116800.0,6420.93,6371.57,6381.3,27987.6,direct,
2018-11-03,6376.32,,183565304.27,,,,,6376.32,183565304.27,1541203200.0,6398.09,6336.96,6394.65,28808.38,direct,
2018-11-04,6467.05,,175805188.92,,,,,6467.05,175805188.92,1541289600.0,6498.16,6351.92,6376.55,27317.02,direct,
2018-11-05,6433.74,,155758902.3,,,,,6433.74,155758902.3,1541376000.0,6475.8,6406.69,6467.05,24142.0,direct,
2018-11-06,6479.72,,239808254.25,,,,,6479.72,239808254.25,1541462400.0,6482.81,6412.56,6433.53,37162.36,direct,
2018-11-07,6529.68,,360052788.55,,,,,6529.68,360052788.55,1541548800.0,6562.79,6476.59,6479.72,55100.44,direct,
2018-11-08,6446.06,,273205386.68,,,,,6446.06,273205386.68,1541635200.0,6542.42,6438.27,6530.94,42073.45,direct,
2018-11-09,6377.99,,237893036.71,,,,,6377.99,237893036.71,1541721600.0,6457.97,6352.45,6446.06,37086.04,direct,
2018-11-10,6396.37,,94313328.59,,,,,6396.37,94313328.59,1541808000.0,6419.92,6376.17,6377.99,14658.42,direct,
2018-11-11,6408.18,,130156001.58,,,,,6408.18,130156001.58,1541894400.0,6414.18,6326.38,6396.39,20337.03,direct,
2018-11-12,6375.08,,181575610.86,,,,,6375.08,181575610.86,1541980800.0,6435.41,6350.87,6408.18,28338.62,direct,
2018-11-13,6339.17,,227689745.72,,,,,6339.17,227689745.72,1542067200.0,6389.43,6315.58,6375.08,35761.27,direct,
2018-11-14,5741.47,,1045469380.16,,,,,5741.47,1045469380.16,1542153600.0,6375.7,5469.93,6339.17,178422.8,direct,
2018-11-15,5647.5,,820864013.96,,,,,5647.5,820864013.96,1542240000.0,5767.06,5300.75,5740.51,147895.07,direct,
2018-11-16,5586.27,,397196182.83,,,,,5586.27,397196182.83,1542326400.0,5676.54,5487.87,5647.5,71050.83,direct,
2018-11-17,5568.94,,164182152.19,,,,,5568.94,164182152.19,1542412800.0,5602.01,5524.7,5586.97,29517.8,direct,
2018-11-18,5615.26,,233409182.46,,,,,5615.26,233409182.46,1542499200.0,5701.35,5567.95,5567.95,41702.04,direct,
2018-11-19,4809.62,,1072037780.45,,,,,4809.62,1072037780.45,1542585600.0,5615.98,4757.01,5615.26,207964.38,direct,
2018-11-20,4441.81,,1433400842.16,,,,,4441.81,1433400842.16,1542672000.0,4953.56,4168.25,4809.62,315023.21,direct,
2018-11-21,4593.04,,686284917.84,,,,,4593.04,686284917.84,1542758400.0,4689.55,4315.58,4441.81,152286.19,direct,
2018-11-22,4320.68,,376852837.57,,,,,4320.68,376852837.57,1542844800.0,4640.72,4297.21,4593.04,83715.43,direct,
2018-11-23,4343.42,,521825987.75,,,,,4343.42,521825987.75,1542931200.0,4419.48,4157.19,4320.68,121719.16,direct,
2018-11-24,3854.11,,503028289.39,,,,,3854.11,503028289.39,1543017600.0,4432.0,3741.2,4343.42,123090.79,direct,
2018-11-25,4004.15,,819869496.19,,,,,4004.15,819869496.19,1543104000.0,4165.93,3550.04,3854.11,213926.98,direct,
2018-11-26,3784.59,,715341714.72,,,,,3784.59,715341714.72,1543190400.0,4124.7,3598.81,4004.46,185985.76,direct,
2018-11-27,3822.99,,555212127.53,,,,,3822.99,555212127.53,1543276800.0,3878.9,3613.11,3784.77,147999.31,direct,
2018-11-28,4263.55,,726808596.57,,,,,4263.55,726808596.57,1543363200.0,4398.57,3822.94,3822.99,175435.76,direct,
2018-11-29,4286.69,,479575430.64,,,,,4286.69,479575430.64,1543449600.0,4444.39,4130.68,4263.52,112103.36,direct,
2018-11-30,4009.67,,497762735.43,,,,,4009.67,497762735.43,1543536000.0,4331.07,3916.3,4286.85,121993.57,direct,
2018-12-01,4197.46,,280927570.31,,,,,4197.46,280927570.31,1543622400.0,4309.65,3942.62,4009.67,67774.58,direct,
2018-12-02,4143.86,,262154694.41,,,,,4143.86,262154694.41,1543708800.0,4318.79,4077.67,4197.7,62748.83,direct,
2018-12-03,3871.41,,423985399.83,,,,,3871.41,423985399.83,1543795200.0,4159.01,3795.18,4143.86,107400.61,direct,
2018-12-04,3948.44,,373361232.89,,,,,3948.44,373361232.89,1543881600.0,4082.68,3770.92,3871.41,94655.27,direct,
2018-12-05,3737.53,,320944415.67,,,,,3737.53,320944415.67,1543968000.0,3961.8,3719.19,3948.44,83811.55,direct,
2018-12-06,3485.18,,590923562.42,,,,,3485.18,590923562.42,1544054400.0,3883.43,3467.92,3737.53,159523.77,direct,
2018-12-07,3420.57,,699930576.16,,,,,3420.57,699930576.16,1544140800.0,3576.11,3248.0,3485.18,206088.47,direct,
2018-12-08,3461.07,,357548590.53,,,,,3461.07,357548590.53,1544227200.0,3602.49,3295.21,3420.57,104091.14,direct,
2018-12-09,3592.84,,295321498.63,,,,,3592.84,295321498.63,1544313600.0,3718.58,3436.5,3461.07,83347.79,direct,
2018-12-10,3467.16,,287119758.11,,,,,3467.16,287119758.11,1544400000.0,3645.49,3416.77,3592.84,81855.33,direct,
2018-12-11,3401.02,,230671778.42,,,,,3401.02,230671778.42,1544486400.0,3483.58,3348.98,3467.16,67519.71,direct,
2018-12-12,3485.59,,257293632.74,,,,,3485.59,257293632.74,1544572800.0,3545.37,3380.48,3401.02,74415.95,direct,
2018-12-13,3305.11,,286236674.73,,,,,3305.11,286236674.73,1544659200.0,3493.76,3272.81,3485.59,84592.04,direct,
2018-12-14,3235.48,,290985461.02,,,,,3235.48,290985461.02,1544745600.0,3333.24,3180.97,3305.11,89133.43,direct,
2018-12-15,3232.51,,165378769.6,,,,,3232.51,165378769.6,1544832000.0,3271.76,3169.53,3235.48,51317.37,direct,
2018-12-16,3255.37,,148182655.41,,,,,3255.37,148182655.41,1544918400.0,3319.83,3227.4,3232.51,45102.51,direct,
2018-12-17,3548.19,,412454521.38,,,,,3548.19,412454521.38,1545004800.0,3639.65,3239.06,3255.37,119831.24,direct,
2018-12-18,3715.85,,327807644.75,,,,,3715.85,327807644.75,1545091200.0,3727.99,3481.46,3548.19,91609.53,direct,
2018-12-19,3736.54,,620695447.39,,,,,3736.54,620695447.39,1545177600.0,3969.7,3693.57,3715.85,163016.15,direct,
2018-12-20,4137.66,,724855205.51,,,,,4137.66,724855205.51,1545264000.0,4225.52,3712.82,3736.54,180025.9,direct,
2018-12-21,3898.81,,516656937.13,,,,,3898.81,516656937.13,1545350400.0,4247.71,3831.2,4137.66,128508.13,direct,
2018-12-22,4045.24,,250085915.72,,,,,4045.24,250085915.72,1545436800.0,4060.34,3849.23,3898.81,63672.55,direct,
2018-12-23,4007.63,,235997621.23,,,,,4007.63,235997621.23,1545523200.0,4117.65,3972.39,4045.24,58294.45,direct,
2018-12-24,4081.95,,459290147.24,,,,,4081.95,459290147.24,1545609600.0,4303.37,4006.6,4007.63,109869.44,direct,
2018-12-25,3834.73,,367200910.64,,,,,3834.73,367200910.64,1545696000.0,4094.61,3734.85,4081.95,95683.55,direct,
2018-12-26,3848.78,,263439573.84,,,,,3848.78,263439573.84,1545782400.0,3923.93,3746.86,3834.73,68965.06,direct,
2018-12-27,3646.09,,305729129.14,,,,,3646.09,305729129.14,1545868800.0,3888.92,3622.39,3848.78,81652.77,direct,
2018-12-28,3947.86,,353705007.17,,,,,3947.86,353705007.17,1545955200.0,4007.71,3628.43,3646.09,92882.41,direct,
2018-12-29,3797.06,,214891355.42,,,,,3797.06,214891355.42,1546041600.0,4004.14,3774.38,3947.86,54702.16,direct,
2018-12-30,3896.21,,191958416.81,,,,,3896.21,191958416.81,1546128000.0,3925.18,3760.8,3797.06,49797.04,direct,
